TotalGenerations	Demes	TotalKappa	migration	isGlobal	mutation	frequency	growth	s	r	z	replicates	Rescue	Error
4800.00000	4.00000	20000.00000	0.10000	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.18200	0.03136
4800.00000	4.00000	20000.00000	0.10000	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.10700	0.02512
4800.00000	4.00000	20000.00000	0.10000	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.48600	0.04062
4800.00000	4.00000	20000.00000	0.14678	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.14678	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.13800	0.02803
4800.00000	4.00000	20000.00000	0.14678	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.02000	0.01138
4800.00000	4.00000	20000.00000	0.14678	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.39400	0.03971
4800.00000	4.00000	20000.00000	0.21544	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.21544	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.08200	0.02230
4800.00000	4.00000	20000.00000	0.21544	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.21544	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.22500	0.03394
4800.00000	4.00000	20000.00000	0.31623	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.31623	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.07000	0.02074
4800.00000	4.00000	20000.00000	0.31623	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.31623	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.11400	0.02583
4800.00000	4.00000	20000.00000	0.46416	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.46416	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.02100	0.01165
4800.00000	4.00000	20000.00000	0.46416	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.46416	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.09500	0.02383
4800.00000	4.00000	20000.00000	0.68129	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.68129	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.68129	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	0.68129	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.06400	0.01989
4800.00000	4.00000	20000.00000	1.00000	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	1.00000	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	1.00000	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	4.00000	20000.00000	1.00000	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.00000	0.00000
4800.00000	16.00000	20000.00000	0.00010	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.11400	0.02583
4800.00000	16.00000	20000.00000	0.00010	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.12900	0.02724
4800.00000	16.00000	20000.00000	0.00010	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.11500	0.02593
4800.00000	16.00000	20000.00000	0.00010	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.11900	0.02631
4800.00000	16.00000	20000.00000	0.00015	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.13700	0.02794
4800.00000	16.00000	20000.00000	0.00015	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.13300	0.02760
4800.00000	16.00000	20000.00000	0.00015	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.10100	0.02449
4800.00000	16.00000	20000.00000	0.00015	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.11500	0.02593
4800.00000	16.00000	20000.00000	0.00022	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.13900	0.02812
4800.00000	16.00000	20000.00000	0.00022	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.10900	0.02533
4800.00000	16.00000	20000.00000	0.00022	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.11800	0.02622
4800.00000	16.00000	20000.00000	0.00022	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.12000	0.02641
4800.00000	16.00000	20000.00000	0.00032	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.12700	0.02706
4800.00000	16.00000	20000.00000	0.00032	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.13800	0.02803
4800.00000	16.00000	20000.00000	0.00032	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.12800	0.02715
4800.00000	16.00000	20000.00000	0.00032	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.12900	0.02724
4800.00000	16.00000	20000.00000	0.00046	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.13400	0.02768
4800.00000	16.00000	20000.00000	0.00046	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.13900	0.02812
4800.00000	16.00000	20000.00000	0.00046	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.12100	0.02650
4800.00000	16.00000	20000.00000	0.00046	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.11500	0.02593
4800.00000	16.00000	20000.00000	0.00068	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.15800	0.02964
4800.00000	16.00000	20000.00000	0.00068	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.15500	0.02941
4800.00000	16.00000	20000.00000	0.00068	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.11400	0.02583
4800.00000	16.00000	20000.00000	0.00068	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.12900	0.02724
4800.00000	16.00000	20000.00000	0.00100	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.18800	0.03175
4800.00000	16.00000	20000.00000	0.00100	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.20000	0.03251
4800.00000	16.00000	20000.00000	0.00100	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.11800	0.02622
4800.00000	16.00000	20000.00000	0.00100	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.13100	0.02742
4800.00000	16.00000	20000.00000	0.00147	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.20900	0.03304
4800.00000	16.00000	20000.00000	0.00147	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.22300	0.03383
4800.00000	16.00000	20000.00000	0.00147	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.11100	0.02553
4800.00000	16.00000	20000.00000	0.00147	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.13500	0.02777
4800.00000	16.00000	20000.00000	0.00215	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.26600	0.03591
4800.00000	16.00000	20000.00000	0.00215	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.26600	0.03591
4800.00000	16.00000	20000.00000	0.00215	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.14300	0.02845
4800.00000	16.00000	20000.00000	0.00215	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.15300	0.02926
4800.00000	16.00000	20000.00000	0.00316	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.30500	0.03742
4800.00000	16.00000	20000.00000	0.00316	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.29200	0.03695
4800.00000	16.00000	20000.00000	0.00316	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.12500	0.02688
4800.00000	16.00000	20000.00000	0.00316	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.14000	0.02820
4800.00000	16.00000	20000.00000	0.00464	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.36200	0.03906
4800.00000	16.00000	20000.00000	0.00464	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.38000	0.03945
4800.00000	16.00000	20000.00000	0.00464	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.13200	0.02751
4800.00000	16.00000	20000.00000	0.00464	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.15300	0.02926
4800.00000	16.00000	20000.00000	0.00681	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.42300	0.04015
4800.00000	16.00000	20000.00000	0.00681	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.44600	0.04040
4800.00000	16.00000	20000.00000	0.00681	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.18600	0.03162
4800.00000	16.00000	20000.00000	0.00681	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.18600	0.03162
4800.00000	16.00000	20000.00000	0.01000	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.47100	0.04057
4800.00000	16.00000	20000.00000	0.01000	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.56100	0.04033
4800.00000	16.00000	20000.00000	0.01000	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.19500	0.03220
4800.00000	16.00000	20000.00000	0.01000	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.20800	0.03299
4800.00000	16.00000	20000.00000	0.01468	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.56800	0.04026
4800.00000	16.00000	20000.00000	0.01468	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.59100	0.03996
4800.00000	16.00000	20000.00000	0.01468	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.20300	0.03269
4800.00000	16.00000	20000.00000	0.01468	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.23200	0.03431
